C,penalty,Solver,F1,Std,Time,No,Attack
1.4484383909306837e-05,l2,newton-cg,0.9045888788681642,0.0,16.813,3,OS
0.26839628979670616,l1,liblinear,0.9763280032545903,0.0014067468945457597,33.241,4,OS
4.259591392777965,l1,liblinear,0.9682482712477208,0.0010153850257241359,39.574,5,OS
0.3821575219976114,l1,liblinear,0.9763220141114992,0.0023076963457232,16.966,6,OS
0.037527553122600296,l2,newton-cg,0.9045888788681642,0.0,14.519,7,OS
39.81116396881421,l2,liblinear,0.828469193782847,1.1102230246251565e-16,2.559,8,OS
0.4866794033231004,l1,liblinear,0.9780509092990313,0.0,24.067,9,OS
0.4569217386167584,l1,liblinear,0.9747572203379502,0.011404661204243468,2.321,0,SCHD
0.003116081092043516,l1,liblinear,0.8950938544501008,0.03635528245627347,42.44,1,SCHD
0.0001334233804904643,l2,newton-cg,0.9064744232698094,0.0,8.107,2,SCHD
0.3077765963793687,l1,liblinear,0.9673978520230007,0.009878766210498824,10.139,3,SCHD
0.0004993176263690133,l2,newton-cg,0.9250919214203173,0.0,7.858,4,SCHD
0.0015605824616017076,l2,newton-cg,0.8243235054794757,0.0,15.462,5,SCHD
0.612694993978613,l2,newton-cg,0.9449972951219834,0.0,13.143,6,SCHD
0.03575792346010333,l2,newton-cg,0.9418234657728941,0.0,16.604,7,SCHD
32.73096370543196,l1,liblinear,0.9889620881611311,0.018278645937692323,4.007,8,SCHD
0.00014842568868157505,l2,liblinear,0.7512471655328798,0.0,1.98,9,SCHD
0.44799021974291364,l2,lbfgs,0.5015011612757039,0.0,3.532,0,MHDis
0.2788022837743407,l1,liblinear,0.46993296033066184,0.0,9.285,1,MHDis
47.014310083444464,l1,liblinear,0.473601751309053,0.00017025346069980964,7.746,2,MHDis
14.01814060031452,l2,newton-cg,0.4546536224219989,0.0,15.212,3,MHDis
29.114327117935645,l2,lbfgs,0.5004661779835391,0.0,3.383,4,MHDis
0.03272714416877573,l2,lbfgs,0.48646549444738235,0.0,3.691,5,MHDis
0.0059615648594980265,l1,liblinear,0.4553594461226086,0.0,4.386,6,MHDis
0.9526863350617726,l1,liblinear,0.46993296033066184,0.0,7.451,7,MHDis
1.0811817596318494,l1,liblinear,0.46993296033066184,0.0,6.751,8,MHDis
0.5280270750459959,l1,liblinear,0.46993296033066184,0.0,5.224,9,MHDis
